,y_true_bool,y_predict_prob_0,y_predict_prob_1,y_true_binary,y_prediction
45,False,0.9935069735579158,0.006493026442084167,0,0
46,False,0.881768025591401,0.118231974408599,0,0
47,False,0.9754917922281103,0.0245082077718897,0,0
48,False,0.9291143511383062,0.07088564886169384,0,0
49,False,0.9906973587550414,0.009302641244958554,0,0
50,False,0.9457807561747016,0.05421924382529839,0,0
51,False,0.9863605155946186,0.013639484405381423,0,0
52,False,0.9938213223651077,0.0061786776348922755,0,0
53,False,0.9992863555494312,0.0007136444505687413,0,0
54,False,0.9906728207408045,0.009327179259195448,0,0
55,True,0.059980243872680084,0.9400197561273199,1,1
56,False,0.9991162469350957,0.000883753064904288,0,0
57,False,0.9945783451887342,0.005421654811265783,0,0
58,False,0.982282389439549,0.017717610560450934,0,0
59,False,0.9957412493839789,0.004258750616021084,0,0
60,False,0.999273582567724,0.0007264174322759682,0,0
61,False,0.8761773207611483,0.12382267923885175,0,0
62,False,0.92823856177392,0.07176143822608004,0,0
63,False,0.9814104075474993,0.01858959245250067,0,0
64,False,0.9988774787848586,0.0011225212151414038,0,0
65,False,0.9370962449393787,0.06290375506062133,0,0
66,False,0.02217377708742796,0.977826222912572,0,1
67,False,0.9852707908217302,0.01472920917826981,0,0
68,False,0.9969095118665848,0.0030904881334151216,0,0
69,False,0.9807559418255052,0.019244058174494844,0,0
70,False,0.9853534633937497,0.014646536606250272,0,0
71,False,0.9973777722521245,0.0026222277478755037,0,0
72,False,0.9961219652261791,0.0038780347738208505,0,0
73,False,0.9965485693270641,0.0034514306729358877,0,0
74,True,0.4183044227496141,0.5816955772503859,1,1
75,False,0.9909099221620435,0.009090077837956503,0,0
76,True,0.35160064285194836,0.6483993571480516,1,1
77,False,0.993240979658309,0.006759020341690932,0,0
78,False,0.9939751018793499,0.0060248981206501556,0,0
79,False,0.9990324057581941,0.0009675942418059363,0,0
80,False,0.9895691992815102,0.010430800718489818,0,0
81,False,0.7798890056596206,0.2201109943403794,0,0
82,False,0.8151344340108349,0.18486556598916515,0,0
83,False,0.9987448643630763,0.0012551356369237133,0,0
84,False,0.9990019142325531,0.0009980857674469006,0,0
85,False,0.976090136419095,0.023909863580904918,0,0
86,False,0.9821086076383369,0.017891392361663126,0,0
87,False,0.9984615474261739,0.0015384525738261607,0,0
88,False,0.9937040437530333,0.0062959562469666955,0,0
89,False,0.9420066916437022,0.05799330835629779,0,0
90,False,0.9940396943975456,0.005960305602454363,0,0
91,False,0.9931659951458561,0.006834004854143909,0,0
92,False,0.9995105097930038,0.0004894902069961796,0,0
93,False,0.9723742818830986,0.02762571811690138,0,0
94,False,0.9975917709256614,0.0024082290743385314,0,0
95,False,0.9915947025915738,0.008405297408426183,0,0
96,False,0.9971390587782685,0.0028609412217315685,0,0
97,False,0.9905035304790207,0.009496469520979215,0,0
98,False,0.9968737694547061,0.0031262305452938862,0,0
99,False,0.9994291603384097,0.0005708396615903538,0,0
100,False,0.9973851323540216,0.002614867645978348,0,0
101,False,0.9792113725792422,0.020788627420757867,0,0
102,False,0.988251209377004,0.011748790622996023,0,0
103,True,0.0039443908862975,0.9960556091137025,1,1
104,True,0.7677881834155341,0.23221181658446585,1,0
105,False,0.9384058174681992,0.061594182531800844,0,0
106,False,0.9986862896503709,0.0013137103496291475,0,0
107,False,0.9979287877882324,0.00207121221176762,0,0
108,True,0.9472763678179599,0.05272363218204013,1,0
109,False,0.9916257807005004,0.008374219299499532,0,0
110,False,0.997708392059876,0.002291607940123948,0,0
111,False,0.9859905827823092,0.014009417217690778,0,0
112,False,0.9717181363144796,0.028281863685520423,0,0
113,False,0.9985195957608083,0.001480404239191683,0,0
114,False,0.9926756891575986,0.007324310842401318,0,0
115,False,0.9933963600126842,0.0066036399873158486,0,0
116,False,0.9917266099857314,0.008273390014268635,0,0
117,False,0.990793851897852,0.009206148102148003,0,0
118,False,0.985448925504956,0.014551074495044008,0,0
119,False,0.9901036475723578,0.00989635242764216,0,0
120,False,0.9807559418255052,0.019244058174494844,0,0
121,False,0.9524376418839307,0.04756235811606938,0,0
122,False,0.9842240878713889,0.01577591212861108,0,0
123,False,0.9727944945612077,0.027205505438792313,0,0
124,False,0.9328290106144339,0.06717098938556605,0,0
125,False,0.9670515619014696,0.0329484380985304,0,0
126,False,0.9983506935872463,0.0016493064127537326,0,0
127,False,0.9739865768022038,0.02601342319779616,0,0
128,False,0.9505333204759226,0.04946667952407738,0,0
129,False,0.9713907086889136,0.028609291311086343,0,0
130,False,0.46782420675588643,0.5321757932441136,0,1
131,True,0.0022269432071639894,0.997773056792836,1,1
132,False,0.9987095192974609,0.001290480702539121,0,0
133,False,0.978658272831967,0.021341727168032967,0,0
134,False,0.9919967356873026,0.008003264312697397,0,0
135,False,0.9710122483872735,0.02898775161272649,0,0
136,False,0.9949320450373722,0.0050679549626278415,0,0
137,False,0.9633458964206971,0.03665410357930287,0,0
138,False,0.9949419937451444,0.0050580062548555875,0,0
139,False,0.9959168187243622,0.004083181275637744,0,0
140,False,0.06740640034769241,0.9325935996523076,0,1
141,False,0.9653156761114028,0.03468432388859726,0,0
142,False,0.9837908173563419,0.01620918264365811,0,0
143,True,0.7975051447722978,0.2024948552277021,1,0
144,False,0.9997091410029187,0.0002908589970812694,0,0
145,False,0.9997810221804265,0.00021897781957348837,0,0
146,True,0.9819854525141435,0.01801454748585653,1,0
147,False,0.998230460932896,0.0017695390671039772,0,0
148,False,0.9471360670265618,0.052863932973438145,0,0
149,False,0.8886502103168893,0.1113497896831107,0,0
150,False,0.7475078849286917,0.2524921150713083,0,0
151,False,0.9876615549447001,0.01233844505529987,0,0
152,False,0.9743947036387134,0.025605296361286584,0,0
153,False,0.7059541424398481,0.29404585756015184,0,0
154,False,0.9965400024265589,0.0034599975734410553,0,0
155,False,0.9993771881139238,0.0006228118860761251,0,0
156,False,0.9997316172098261,0.0002683827901739665,0,0
157,False,0.9866915676735798,0.013308432326420226,0,0
158,False,0.9977225096894967,0.002277490310503233,0,0
159,False,0.9982457045237159,0.0017542954762841678,0,0
160,False,0.99876336096903,0.0012366390309700354,0,0
161,False,0.9483432481450483,0.05165675185495162,0,0
162,False,0.9962071554188893,0.0037928445811107854,0,0
163,True,0.0017275396452033354,0.9982724603547967,1,1
164,True,0.8011388081014852,0.19886119189851484,1,0
165,False,0.977999295331624,0.022000704668375972,0,0
166,True,0.7981910532784663,0.20180894672153374,1,0
167,False,0.9384781765580545,0.061521823441945477,0,0
168,False,0.9685946957520168,0.03140530424798317,0,0
169,False,0.9974906817988083,0.0025093182011917325,0,0
170,False,0.9993798802149126,0.0006201197850873405,0,0
171,False,0.9868013017144629,0.013198698285537117,0,0
172,False,0.9974223841010527,0.0025776158989473073,0,0
173,False,0.9909933022649282,0.009006697735071817,0,0
174,False,0.9969757009774616,0.0030242990225384475,0,0
175,False,0.9990873458516566,0.0009126541483434039,0,0
176,False,0.9924309902142647,0.0075690097857352995,0,0
177,False,0.999660938224248,0.0003390617757520005,0,0
178,False,0.9724232072323656,0.02757679276763438,0,0
179,False,0.9890968521225858,0.010903147877414152,0,0
180,False,0.8890894359491424,0.11091056405085763,0,0
181,False,0.9976313679574963,0.0023686320425037365,0,0
182,False,0.9994666274013752,0.0005333725986248493,0,0
183,False,0.9973553852585403,0.0026446147414596823,0,0
184,True,0.14894764144081873,0.8510523585591813,1,1
185,False,0.9991217531440448,0.0008782468559551817,0,0
186,True,0.11610914989096688,0.8838908501090331,1,1
187,False,0.9990464360192663,0.0009535639807336528,0,0
188,False,0.9978051729309971,0.0021948270690028957,0,0
189,True,0.19617492629503397,0.803825073704966,1,1
190,True,0.036092743732641486,0.9639072562673585,1,1
191,True,0.0047915673595952946,0.9952084326404047,1,1
192,False,0.9880630367923952,0.01193696320760486,0,0
193,True,0.00015106545842602515,0.999848934541574,1,1
194,False,0.9949982343174183,0.005001765682581674,0,0
195,True,0.0029979019956017927,0.9970020980043982,1,1
196,True,0.38860616925098657,0.6113938307490134,1,1
197,False,0.9960563575843314,0.003943642415668574,0,0
198,False,0.864515295597394,0.135484704402606,0,0
199,False,0.9638447118834068,0.03615528811659315,0,0
200,False,0.9965188792968465,0.0034811207031535145,0,0
201,False,0.9807559418255052,0.019244058174494844,0,0
202,False,0.9931372334050554,0.006862766594944588,0,0
203,False,0.9840961287830349,0.015903871216965137,0,0
204,False,0.7415043533666019,0.258495646633398,0,0
205,False,0.9986368713647572,0.0013631286352428194,0,0
206,False,0.9994554926035529,0.0005445073964470944,0,0
207,False,0.9479012138366183,0.052098786163381705,0,0
208,False,0.9905764895092869,0.00942351049071311,0,0
209,False,0.9877811874323443,0.012218812567655718,0,0
210,False,0.9993368423792521,0.0006631576207478909,0,0
211,False,0.9814906461966705,0.018509353803329565,0,0
212,False,0.9922683162074634,0.007731683792536602,0,0
213,False,0.9860155615982114,0.013984438401788687,0,0
214,False,0.9365952299278824,0.06340477007211763,0,0
215,False,0.9996349277783433,0.00036507222165674914,0,0
216,True,0.9103287510212087,0.08967124897879131,1,0
217,True,0.14769614722233904,0.852303852777661,1,1
218,False,0.9798013492969263,0.02019865070307365,0,0
219,False,0.9898897040353647,0.01011029596463532,0,0
220,False,0.9967911783183394,0.0032088216816605368,0,0
221,False,0.9539938446248108,0.04600615537518916,0,0
222,False,0.3492602423937221,0.6507397576062779,0,1
223,False,0.9787940989696642,0.021205901030335813,0,0
224,False,0.9797529941410396,0.02024700585896041,0,0
225,False,0.9947700422504253,0.005229957749574642,0,0
226,False,0.9830966986762776,0.016903301323722447,0,0
227,False,0.9984853360491877,0.0015146639508123103,0,0
228,False,0.9926211421373352,0.00737885786266483,0,0
229,False,0.989463934703568,0.010536065296432036,0,0
230,False,0.9679621679856273,0.0320378320143727,0,0
231,False,0.961886524908871,0.03811347509112898,0,0
232,True,0.6841518450894304,0.3158481549105696,1,0
233,False,0.944480487839662,0.05551951216033805,0,0
234,True,0.0007391430116168163,0.9992608569883832,1,1
235,True,0.9258324423550438,0.07416755764495618,1,0
236,False,0.6760768230551317,0.32392317694486833,0,0
237,True,0.7042186055070769,0.29578139449292307,1,0
238,False,0.9904167776704584,0.009583222329541556,0,0
239,False,0.9523803681009562,0.04761963189904386,0,0
240,False,0.9959828579135126,0.004017142086487373,0,0
241,False,0.8745407564699405,0.12545924353005952,0,0
242,False,0.967477362927713,0.032522637072286975,0,0
243,False,0.966166528385847,0.03383347161415292,0,0
244,True,0.2689674397435301,0.7310325602564699,1,1
245,False,0.99504615213089,0.004953847869110056,0,0
246,False,0.9699385655574339,0.030061434442566187,0,0
247,False,0.9993244298712504,0.000675570128749623,0,0
248,False,0.973998640131706,0.026001359868294004,0,0
249,False,0.9983168091385091,0.0016831908614909341,0,0
250,False,0.9121326778885196,0.08786732211148036,0,0
251,False,0.9978883357814691,0.0021116642185309608,0,0
252,True,0.009883120730375228,0.9901168792696248,1,1
253,False,0.9955541517500355,0.00444584824996448,0,0
254,False,0.9241407738076298,0.07585922619237018,0,0
255,False,0.9864907211559626,0.013509278844037454,0,0
256,True,0.5035378771569159,0.49646212284308416,1,0
257,False,0.9950386330344482,0.004961366965551836,0,0
258,False,0.9871276240080299,0.01287237599197014,0,0
259,False,0.9349096280907351,0.06509037190926495,0,0
260,False,0.9922375946086514,0.0077624053913486835,0,0
261,False,0.993821485789837,0.006178514210163041,0,0
262,False,0.9014770740211107,0.09852292597888931,0,0
263,False,0.9755219779783539,0.024478022021646086,0,0
264,True,0.9992354419998415,0.0007645580001585261,1,0
265,False,0.989520831716432,0.010479168283567934,0,0
266,False,0.9942666906853682,0.005733309314631817,0,0
267,True,0.13659117158188983,0.8634088284181102,1,1
268,False,0.9984514305828902,0.0015485694171098144,0,0
269,False,0.9900059296821001,0.009994070317899846,0,0
270,False,0.9991144252345326,0.0008855747654673489,0,0
271,False,0.7626388307532749,0.23736116924672515,0,0
272,False,0.8650528486088711,0.13494715139112887,0,0
273,False,0.9952015189498704,0.0047984810501295804,0,0
274,True,0.9876899543263996,0.012310045673600402,1,0
275,False,0.9991923039787038,0.0008076960212961207,0,0
276,False,0.9993488704899584,0.0006511295100416505,0,0
277,False,0.6845687906218592,0.31543120937814084,0,0
278,True,0.9038660459776153,0.09613395402238462,1,0
279,False,0.9993551307164369,0.0006448692835631222,0,0
280,False,0.9958797402664616,0.004120259733538399,0,0
281,False,0.9457980845160004,0.05420191548399955,0,0
282,False,0.9961915981968152,0.0038084018031847326,0,0
283,False,0.8814799218064607,0.11852007819353927,0,0
284,False,0.973099299558139,0.02690070044186102,0,0
285,False,0.8808255773247469,0.11917442267525308,0,0
286,False,0.6414001944103809,0.3585998055896192,0,0
287,False,0.9450554361286461,0.05494456387135395,0,0
288,False,0.9941002769190695,0.005899723080930491,0,0
289,False,0.9953880318825707,0.004611968117429269,0,0
290,False,0.9807559418255052,0.019244058174494844,0,0
291,False,0.9987568433906,0.0012431566093999997,0,0
292,False,0.45819124483288276,0.5418087551671172,0,1
293,False,0.9778598477163284,0.02214015228367166,0,0
294,False,0.9996292975770529,0.0003707024229471341,0,0
295,False,0.9982964144435736,0.0017035855564263786,0,0
296,True,0.03380950129723015,0.9661904987027699,1,1
297,False,0.8805750457117891,0.11942495428821089,0,0
298,False,0.9426868591094811,0.05731314089051887,0,0
299,False,0.9853449832181248,0.014655016781875155,0,0
300,False,0.9815661469462571,0.018433853053742927,0,0
301,False,0.9927930912947848,0.007206908705215197,0,0
302,False,0.6189349789976183,0.3810650210023817,0,0
303,False,0.9929309698788829,0.007069030121117167,0,0
304,False,0.9992249190425102,0.0007750809574897868,0,0
305,False,0.9483717645081432,0.05162823549185678,0,0
306,True,0.01237701612755826,0.9876229838724417,1,1
307,False,0.9585486778517074,0.041451322148292585,0,0
308,True,0.007646339349905995,0.992353660650094,1,1
309,False,0.9947416435358154,0.005258356464184625,0,0
310,False,0.9965564980067443,0.003443501993255689,0,0
311,False,0.04366455513859402,0.956335444861406,0,1
312,False,0.9978246212958685,0.0021753787041315213,0,0
313,True,1.371961253004983e-05,0.99998628038747,1,1
314,True,0.9981333378793343,0.00186666212066566,1,0
315,False,0.9934622100433999,0.006537789956600178,0,0
316,False,0.9983417419491945,0.00165825805080559,0,0
317,False,0.990180358479182,0.00981964152081802,0,0
318,True,0.5006965017631484,0.49930349823685166,1,0
319,False,0.9986995521573969,0.0013004478426031358,0,0
320,False,0.9155997003693526,0.08440029963064741,0,0
321,False,0.9385046500798292,0.061495349920170785,0,0
322,False,0.9745955195572936,0.025404480442706417,0,0
323,False,0.9699036887208793,0.030096311279120755,0,0
324,False,0.9949521433192394,0.005047856680760575,0,0
325,False,0.9883022348573872,0.011697765142612827,0,0
326,False,0.9855670669435597,0.014432933056440294,0,0
327,False,0.9981185861648671,0.0018814138351328081,0,0
328,False,0.9982877971989813,0.0017122028010187371,0,0
329,False,0.986103995045248,0.013896004954751986,0,0
330,True,0.37805076911175894,0.6219492308882411,1,1
331,False,0.9597240140897366,0.040275985910263414,0,0
332,False,0.992503323974034,0.007496676025966001,0,0
333,False,0.908583984624621,0.09141601537537902,0,0
334,False,0.988925719288751,0.011074280711249057,0,0
335,False,0.9990816591127195,0.000918340887280474,0,0
336,False,0.9383020718941445,0.061697928105855546,0,0
337,False,0.9970054978837721,0.0029945021162278798,0,0
338,True,0.001905460406936288,0.9980945395930637,1,1
339,False,0.9788811834634121,0.021118816536587866,0,0
340,False,0.9985859943305181,0.0014140056694818704,0,0
341,False,0.9997092814613577,0.000290718538642312,0,0
342,False,0.9986641805647475,0.0013358194352525096,0,0
343,False,0.9727239134751345,0.027276086524865434,0,0
344,False,0.9946218999657167,0.005378100034283272,0,0
345,False,0.7418983760065524,0.2581016239934476,0,0
346,False,0.9944331859151239,0.005566814084876136,0,0
347,False,0.9858197412124108,0.014180258787589202,0,0
348,False,0.9904528597334448,0.009547140266555237,0,0
349,False,0.9537927397028219,0.04620726029717809,0,0
350,False,0.9998514149526461,0.00014858504735398804,0,0
351,False,0.994863616679652,0.005136383320348024,0,0
352,False,0.9037268829079809,0.09627311709201912,0,0
353,False,0.9918621423644856,0.008137857635514471,0,0
354,False,0.9887060858991524,0.011293914100847534,0,0
355,False,0.9051490286541763,0.09485097134582371,0,0
356,False,0.9940518835121223,0.0059481164878777025,0,0
357,False,0.9972548103615981,0.002745189638401864,0,0
358,False,0.9983136829717262,0.0016863170282737862,0,0
359,False,0.9932728483296946,0.0067271516703054,0,0
360,False,0.9813938053082327,0.01860619469176722,0,0
361,False,0.9987879925718859,0.0012120074281141036,0,0
362,False,0.2506075032070604,0.7493924967929396,0,1
363,False,0.944736377169637,0.05526362283036297,0,0
364,False,0.9831678061244693,0.01683219387553073,0,0
365,False,0.9853854346962989,0.014614565303701131,0,0
366,False,0.9301339575591244,0.06986604244087559,0,0
367,False,0.9364337056221744,0.06356629437782554,0,0
368,False,0.9711051415390832,0.028894858460916797,0,0
369,False,0.9941236030970602,0.005876396902939876,0,0
370,True,0.9807559418255052,0.019244058174494844,1,0
371,False,0.997389405622414,0.0026105943775860067,0,0
372,True,0.7747180653919328,0.22528193460806728,1,0
373,False,0.990358813573352,0.009641186426648043,0,0
374,False,0.9049972687046123,0.09500273129538774,0,0
375,False,0.9933871198275841,0.006612880172415948,0,0
376,False,0.9979119680107508,0.0020880319892492664,0,0
377,False,0.9839798226936711,0.01602017730632883,0,0
378,False,0.5620621461849635,0.4379378538150364,0,0
379,True,0.00365346171904124,0.9963465382809588,1,1
380,False,0.9539953767586238,0.04600462324137625,0,0
381,False,0.9739424281993443,0.026057571800655727,0,0
382,False,0.805163009283223,0.194836990716777,0,0
383,False,0.999049470595434,0.0009505294045659516,0,0
384,False,0.9837477426707261,0.016252257329273892,0,0
385,False,0.9695392803008982,0.030460719699101798,0,0
386,False,0.9814189434463482,0.018581056553651817,0,0
387,False,0.9866934888720656,0.013306511127934385,0,0
388,False,0.9976090438524078,0.0023909561475922423,0,0
389,False,0.9957903289413489,0.0042096710586510926,0,0
390,False,0.9958489609615038,0.0041510390384962,0,0
391,False,0.9989544364409458,0.0010455635590541975,0,0
392,False,0.9986763833182016,0.0013236166817983787,0,0
393,False,0.9975553633500132,0.0024446366499868335,0,0
394,False,0.9957945122894392,0.004205487710560817,0,0
395,False,0.8778193286861851,0.12218067131381496,0,0
396,False,0.9741678335360732,0.02583216646392682,0,0
397,True,0.6621214498519219,0.33787855014807805,1,0
398,False,0.9990196831440458,0.0009803168559542326,0,0
399,False,0.9858359122845572,0.014164087715442697,0,0
400,False,0.9953750659480471,0.004624934051952858,0,0
401,False,0.978323285035689,0.02167671496431102,0,0
402,True,0.000734003946425088,0.9992659960535749,1,1
403,False,0.9899477202120538,0.01005227978794616,0,0
404,True,0.002697769708811859,0.9973022302911881,1,1
405,True,0.5755255211276925,0.4244744788723075,1,0
406,False,0.9990741272976015,0.0009258727023984931,0,0
407,False,0.9990794861386826,0.0009205138613174586,0,0
408,False,0.6081915279429522,0.39180847205704783,0,0
409,False,0.9691854088615627,0.03081459113843737,0,0
410,True,7.0215358223268964e-06,0.9999929784641777,1,1
411,False,0.9967513328881684,0.003248667111831571,0,0
412,False,0.7173942292052766,0.2826057707947234,0,0
413,False,0.9990088452119934,0.000991154788006545,0,0
414,False,0.7574383198763286,0.24256168012367146,0,0
415,False,0.938491408157515,0.06150859184248507,0,0
416,False,0.9730131514578966,0.026986848542103453,0,0
417,False,0.9390023760656574,0.06099762393434258,0,0
418,False,0.5818540957720959,0.4181459042279041,0,0
419,False,0.9836050612129024,0.0163949387870976,0,0
420,False,0.9975204764193194,0.0024795235806805887,0,0
421,True,6.161615950794896e-08,0.9999999383838405,1,1
422,False,0.9997003333499355,0.0002996666500645237,0,0
423,False,0.992668878053679,0.007331121946321035,0,0
424,False,0.9985572258217625,0.0014427741782374645,0,0
425,False,0.9865600912311911,0.013439908768808833,0,0
426,False,0.9970334917059217,0.0029665082940783386,0,0
427,False,0.9990374886620793,0.0009625113379206533,0,0
428,False,0.9476088467946328,0.052391153205367275,0,0
429,False,0.7950292748338688,0.2049707251661312,0,0
430,False,0.999723272320175,0.0002767276798250321,0,0
431,False,0.9996750389133813,0.00032496108661873244,0,0
432,False,0.9977276924471463,0.0022723075528536542,0,0
433,False,0.9943743445065857,0.005625655493414304,0,0
434,False,0.1915588628646232,0.8084411371353768,0,1
435,True,4.634940826009348e-05,0.9999536505917399,1,1
436,False,0.9940183170860736,0.005981682913926429,0,0
437,False,0.9745748323159872,0.02542516768401286,0,0
438,False,0.9953397941792776,0.004660205820722395,0,0
439,True,0.0405074525903788,0.9594925474096212,1,1
440,False,0.9973553852585403,0.0026446147414596823,0,0
441,False,0.8864399299488059,0.11356007005119409,0,0
442,False,0.9200196744215317,0.07998032557846833,0,0
443,False,0.9930979656625634,0.00690203433743658,0,0
444,False,0.9382177356777468,0.06178226432225322,0,0
445,False,0.9887554637489516,0.011244536251048369,0,0
446,False,0.959352158270996,0.040647841729004035,0,0
447,False,0.7535507060507574,0.24644929394924261,0,0
448,False,0.9996078324095208,0.00039216759047921946,0,0
449,False,0.9913252339785248,0.008674766021475263,0,0
450,False,0.9925561277023841,0.007443872297615929,0,0
451,False,0.7384650147419025,0.26153498525809743,0,0
452,False,0.7009152989681616,0.2990847010318384,0,0
453,False,0.897568434671826,0.102431565328174,0,0
454,False,0.9887573829840758,0.011242617015924232,0,0
455,False,0.9732128637418638,0.026787136258136245,0,0
456,False,0.9947633781314614,0.005236621868538591,0,0
457,True,0.0002759479071525739,0.9997240520928474,1,1
458,False,0.8554154282953503,0.1445845717046496,0,0
459,False,0.5161642735541625,0.48383572644583744,0,0
460,False,0.9939359933286908,0.006064006671309236,0,0
461,False,0.9177686918174977,0.08223130818250238,0,0
462,False,0.7349597793266363,0.2650402206733637,0,0
463,False,0.9985123443505834,0.0014876556494165976,0,0
464,True,0.5954710953372697,0.4045289046627303,1,0
465,False,0.9658126230955751,0.03418737690442485,0,0
466,False,0.6969779012833868,0.3030220987166132,0,0
467,False,0.7778156193732256,0.22218438062677437,0,0
468,False,0.1847877798708708,0.8152122201291292,0,1
469,False,0.9968025095802029,0.00319749041979713,0,0
470,False,0.9883759496409137,0.011624050359086322,0,0
471,False,0.9941698948521009,0.0058301051478990935,0,0
472,False,0.981056278456598,0.018943721543401956,0,0
473,False,0.9917756237710704,0.00822437622892953,0,0
474,False,0.9362776986053154,0.06372230139468464,0,0
475,False,0.9938726133696291,0.0061273866303709025,0,0
476,False,0.9698342686137349,0.030165731386265094,0,0
477,True,0.04727935082291046,0.9527206491770895,1,1
478,False,0.9961735396457227,0.0038264603542772853,0,0
479,False,0.9938314652835543,0.00616853471644574,0,0
480,False,0.8295940309384554,0.1704059690615446,0,0
481,False,0.9362605392979758,0.06373946070202421,0,0
482,False,0.9945568923309499,0.005443107669050109,0,0
483,False,0.9169679545692594,0.08303204543074057,0,0
484,False,0.9764793216130441,0.023520678386955946,0,0
485,False,0.9995235085912508,0.0004764914087492089,0,0
486,False,0.9426147710104132,0.0573852289895868,0,0
487,False,0.995920103437428,0.004079896562572012,0,0
488,False,0.9998805238802124,0.00011947611978760526,0,0
489,True,0.6087218537619705,0.3912781462380294,1,0
490,False,0.5812448544115434,0.41875514558845667,0,0
491,False,0.9883636399316247,0.011636360068375307,0,0
492,False,0.878485601876354,0.12151439812364594,0,0
493,False,0.8326599820795514,0.16734001792044859,0,0
494,False,0.764462679969806,0.235537320030194,0,0
495,False,0.9993125825922357,0.0006874174077643291,0,0
496,False,0.9935578347202957,0.006442165279704266,0,0
497,False,0.9959497189383235,0.004050281061676518,0,0
498,True,0.9012770708192873,0.09872292918071265,1,0
499,False,0.9681856232151272,0.03181437678487276,0,0
500,True,0.9300120056452628,0.06998799435473721,1,0
501,False,0.9995401918136968,0.0004598081863031669,0,0
502,False,0.9539391933743334,0.046060806625666605,0,0
503,False,0.9865516240438847,0.013448375956115291,0,0
504,False,0.9406262132360477,0.05937378676395235,0,0
505,False,0.99958567086058,0.00041432913942000637,0,0
506,False,0.9590838907157385,0.040916109284261516,0,0
507,True,0.7884283107382615,0.21157168926173847,1,0
508,False,0.9995611153522447,0.00043888464775528296,0,0
509,False,0.9988451682947346,0.001154831705265479,0,0
510,False,0.995154765771542,0.0048452342284579925,0,0
511,False,0.9984776925102125,0.001522307489787586,0,0
512,False,0.9242719150512306,0.07572808494876941,0,0
513,False,0.9958402541810778,0.004159745818922221,0,0
514,False,0.9996690933660352,0.00033090663396486195,0,0
515,False,0.9408464040497526,0.05915359595024744,0,0
516,False,0.9955196580144992,0.00448034198550083,0,0
517,False,0.9992654097261385,0.0007345902738614389,0,0
518,False,0.9376738062880208,0.062326193711979214,0,0
519,False,0.994790054116985,0.005209945883015085,0,0
520,False,0.9889926397155796,0.011007360284420417,0,0
521,False,0.8409246358926833,0.15907536410731674,0,0
522,False,0.9888187790230814,0.011181220976918678,0,0
523,False,0.9975050546344062,0.002494945365593771,0,0
524,False,0.9658658938072908,0.034134106192709214,0,0
525,False,0.9968330544043954,0.0031669455956046437,0,0
526,False,0.992083794094648,0.00791620590535198,0,0
527,False,0.9969081429986939,0.003091857001306092,0,0
528,False,0.9993215225091774,0.0006784774908225611,0,0
529,True,0.13547460451462146,0.8645253954853785,1,1
530,False,0.9938358777558771,0.006164122244122886,0,0
531,False,0.9935235196350677,0.006476480364932362,0,0
