,y_true_bool,y_predict_prob_0,y_predict_prob_1,y_true_binary,y_prediction
75,False,0.74799204,0.25200793,0,0
76,False,0.73445237,0.2655476,0,0
77,False,0.7616472,0.23835276,0,0
78,False,0.7996866,0.20031337,0,0
79,False,0.84553105,0.15446892,0,0
80,False,0.8066814,0.19331862,0,0
81,True,0.7089334,0.29106656,1,0
82,False,0.97839224,0.021607699,0,0
83,False,0.8886062,0.11139383,0,0
84,True,0.59804976,0.40195024,1,0
85,False,0.7959476,0.2040524,0,0
86,False,0.7348049,0.26519504,0,0
87,False,0.8066748,0.1933252,0,0
88,False,0.78467196,0.21532798,0,0
89,False,0.7602259,0.23977406,0,0
90,False,0.79929256,0.20070748,0,0
91,False,0.85706186,0.1429381,0,0
92,False,0.76566535,0.23433469,0,0
93,False,0.8397728,0.16022716,0,0
94,False,0.8110869,0.18891303,0,0
95,False,0.822844,0.17715594,0,0
96,False,0.7699388,0.2300612,0,0
97,False,0.8139081,0.18609193,0,0
98,False,0.7957813,0.20421864,0,0
99,False,0.7243308,0.27566928,0,0
100,False,0.68486494,0.3151351,0,0
101,False,0.76419723,0.23580277,0,0
102,False,0.760314,0.23968598,0,0
103,False,0.6793805,0.32061955,0,0
104,False,0.69695306,0.3030469,0,0
105,False,0.9031624,0.09683759,0,0
106,True,0.4785761,0.52142394,1,1
107,False,0.8228752,0.17712475,0,0
108,True,0.55185515,0.44814485,1,0
109,True,0.6161711,0.38382888,1,0
110,False,0.6990549,0.30094507,0,0
111,True,0.6649349,0.3350652,1,0
112,False,0.90987676,0.09012321,0,0
113,False,0.8535663,0.14643368,0,0
114,False,0.74857825,0.25142172,0,0
115,False,0.916686,0.08331408,0,0
116,False,0.77456623,0.22543375,0,0
117,False,0.74549186,0.2545081,0,0
118,False,0.77027553,0.22972448,0,0
119,True,0.7077538,0.2922462,1,0
120,False,0.7445127,0.25548735,0,0
121,False,0.90718883,0.09281116,0,0
122,False,0.8381927,0.1618073,0,0
123,False,0.9001394,0.099860564,0,0
124,True,0.6809094,0.3190906,1,0
125,False,0.7136855,0.28631452,0,0
126,False,0.8438343,0.15616572,0,0
127,True,0.5685739,0.4314261,1,0
128,False,0.7751571,0.22484292,0,0
129,False,0.9463901,0.053609833,0,0
130,False,0.8727943,0.12720576,0,0
131,False,0.74872905,0.25127095,0,0
132,False,0.8138737,0.1861263,0,0
133,False,0.6947768,0.30522326,0,0
134,False,0.73567224,0.26432773,0,0
135,False,0.8354163,0.16458371,0,0
136,True,0.75618714,0.24381286,1,0
137,True,0.7068573,0.29314268,1,0
138,False,0.82621604,0.17378399,0,0
139,False,0.78056544,0.21943453,0,0
140,False,0.9750354,0.024964605,0,0
141,False,0.7947523,0.20524773,0,0
142,False,0.8290183,0.17098175,0,0
143,False,0.8616378,0.13836226,0,0
144,False,0.96153885,0.038461223,0,0
145,True,0.6068511,0.39314887,1,0
146,False,0.76867664,0.23132339,0,0
147,False,0.85341024,0.14658976,0,0
148,False,0.9064152,0.09358476,0,0
149,False,0.84366614,0.15633385,0,0
150,False,0.8471379,0.1528621,0,0
151,False,0.88071734,0.11928264,0,0
152,False,0.80433583,0.19566415,0,0
153,False,0.7091465,0.2908535,0,0
154,False,0.8324364,0.16756362,0,0
155,False,0.6699173,0.33008268,0,0
156,False,0.9229347,0.07706526,0,0
157,False,0.7924631,0.20753689,0,0
158,False,0.854959,0.14504102,0,0
159,False,0.7832941,0.21670598,0,0
160,False,0.7648052,0.23519488,0,0
161,False,0.7497555,0.25024453,0,0
162,False,0.7708887,0.22911128,0,0
163,False,0.7834525,0.21654747,0,0
164,False,0.77657014,0.22342983,0,0
165,False,0.7807367,0.21926329,0,0
166,False,0.7927105,0.20728952,0,0
167,False,0.7717232,0.22827682,0,0
168,False,0.7602129,0.23978713,0,0
169,False,0.68129826,0.31870174,0,0
170,True,0.4679536,0.5320464,1,1
171,False,0.8215533,0.17844675,0,0
172,False,0.9325306,0.067469396,0,0
173,False,0.9147384,0.08526157,0,0
174,False,0.8029029,0.19709715,0,0
175,False,0.7695243,0.23047574,0,0
176,False,0.8627999,0.1372001,0,0
177,False,0.8380844,0.16191563,0,0
178,False,0.9033936,0.096606396,0,0
179,False,0.84091514,0.15908481,0,0
180,False,0.785399,0.21460102,0,0
181,True,0.62735105,0.37264895,1,0
182,False,0.7555073,0.24449272,0,0
183,True,0.85688907,0.14311095,1,0
184,False,0.7004229,0.29957706,0,0
185,True,0.5805143,0.41948566,1,0
186,True,0.5214381,0.47856182,1,0
187,False,0.7631975,0.23680252,0,0
188,False,0.8055856,0.19441444,0,0
189,False,0.8911189,0.10888114,0,0
190,False,0.82034814,0.1796518,0,0
191,False,0.8102923,0.18970762,0,0
192,True,0.65507054,0.3449295,1,0
193,False,0.92509216,0.07490783,0,0
194,False,0.77910054,0.22089948,0,0
195,False,0.9214601,0.07853983,0,0
196,False,0.72483414,0.27516583,0,0
197,False,0.9683765,0.0316235,0,0
198,False,0.8072508,0.19274923,0,0
199,False,0.8248893,0.17511065,0,0
200,False,0.8848684,0.115131594,0,0
201,False,0.82820624,0.17179377,0,0
202,False,0.8457995,0.15420055,0,0
203,False,0.91238713,0.087612845,0,0
204,False,0.812979,0.18702106,0,0
205,False,0.78830826,0.21169172,0,0
206,False,0.8909597,0.1090403,0,0
207,False,0.757759,0.24224101,0,0
208,False,0.6180943,0.38190565,0,0
209,False,0.8077745,0.19222547,0,0
210,False,0.8172726,0.18272737,0,0
211,False,0.9641101,0.035889894,0,0
212,False,0.822871,0.17712894,0,0
213,True,0.5853854,0.41461462,1,0
214,False,0.7911287,0.20887132,0,0
215,False,0.88819826,0.11180175,0,0
216,True,0.71455985,0.28544018,1,0
217,False,0.79539514,0.20460486,0,0
218,False,0.842861,0.15713896,0,0
219,False,0.79087985,0.20912014,0,0
220,False,0.7291346,0.2708654,0,0
221,False,0.7129325,0.28706747,0,0
222,True,0.5680278,0.43197224,1,0
223,False,0.75223637,0.24776368,0,0
224,False,0.8290572,0.1709428,0,0
225,False,0.87422913,0.12577082,0,0
226,False,0.8986673,0.10133275,0,0
227,False,0.9473813,0.052618697,0,0
228,False,0.75633776,0.24366224,0,0
229,False,0.9042279,0.09577216,0,0
230,False,0.897771,0.10222895,0,0
231,False,0.78641117,0.21358883,0,0
232,True,0.7609606,0.23903939,1,0
233,False,0.84222186,0.15777813,0,0
234,False,0.766052,0.23394798,0,0
235,False,0.8210799,0.1789201,0,0
236,False,0.8253041,0.17469585,0,0
237,False,0.8067392,0.1932608,0,0
238,True,0.8778937,0.12210624,1,0
239,False,0.6953848,0.3046152,0,0
240,False,0.8572869,0.14271308,0,0
241,False,0.8312133,0.16878669,0,0
242,True,0.76952296,0.23047702,1,0
243,False,0.90610415,0.09389583,0,0
244,False,0.79093975,0.20906024,0,0
245,False,0.8529705,0.1470295,0,0
246,False,0.7634545,0.23654552,0,0
247,False,0.7669479,0.23305212,0,0
248,False,0.76885325,0.23114675,0,0
249,False,0.8128205,0.1871795,0,0
250,False,0.7355158,0.26448423,0,0
251,False,0.8559564,0.14404358,0,0
252,False,0.872112,0.12788801,0,0
253,False,0.9464073,0.05359269,0,0
254,False,0.7953424,0.20465763,0,0
255,False,0.87415177,0.12584817,0,0
256,False,0.8091798,0.19082023,0,0
257,False,0.7746957,0.22530428,0,0
258,False,0.89369786,0.10630215,0,0
259,False,0.8349831,0.1650169,0,0
260,False,0.8099689,0.19003114,0,0
261,False,0.78300506,0.21699493,0,0
262,False,0.68325555,0.31674442,0,0
263,False,0.7711996,0.22880045,0,0
264,False,0.7215099,0.27849013,0,0
265,True,0.7082571,0.29174295,1,0
266,False,0.7674022,0.23259787,0,0
267,False,0.8740128,0.12598717,0,0
268,True,0.5977251,0.40227485,1,0
269,False,0.9118279,0.088172056,0,0
270,False,0.8822258,0.117774144,0,0
271,True,0.7327794,0.26722065,1,0
272,False,0.86517197,0.13482805,0,0
273,False,0.73273677,0.26726326,0,0
274,False,0.79188955,0.20811042,0,0
275,False,0.796656,0.20334399,0,0
276,False,0.71236914,0.28763092,0,0
277,False,0.7451459,0.25485405,0,0
278,False,0.78808886,0.2119111,0,0
279,False,0.84834373,0.15165626,0,0
280,True,0.83694303,0.16305701,1,0
281,False,0.86863285,0.13136715,0,0
282,False,0.7777625,0.2222375,0,0
283,False,0.738643,0.261357,0,0
284,False,0.78853595,0.21146399,0,0
285,False,0.9129465,0.08705348,0,0
286,True,0.7129624,0.28703758,1,0
287,False,0.8149682,0.18503182,0,0
288,True,0.37393644,0.6260635,1,1
289,False,0.8285137,0.17148636,0,0
290,False,0.8869709,0.1130291,0,0
291,False,0.7859775,0.21402253,0,0
292,True,0.7883599,0.21164009,1,0
293,True,0.5734093,0.4265907,1,0
294,True,0.5119573,0.48804265,1,0
295,False,0.8348398,0.16516024,0,0
296,False,0.9169329,0.08306716,0,0
297,True,0.61132276,0.38867727,1,0
298,False,0.81587505,0.18412493,0,0
299,False,0.7163667,0.28363326,0,0
300,False,0.7871287,0.2128713,0,0
301,False,0.81072885,0.18927114,0,0
302,False,0.7435503,0.25644976,0,0
303,False,0.7804987,0.21950126,0,0
304,False,0.8964977,0.103502244,0,0
305,False,0.8385502,0.16144983,0,0
306,False,0.6811408,0.31885922,0,0
307,False,0.8708987,0.12910129,0,0
308,True,0.6443858,0.35561424,1,0
309,False,0.73577166,0.26422837,0,0
310,False,0.8489223,0.1510777,0,0
311,False,0.7893816,0.21061833,0,0
312,False,0.7947603,0.20523973,0,0
313,False,0.862177,0.13782297,0,0
314,False,0.85705245,0.14294757,0,0
315,False,0.899591,0.10040899,0,0
316,False,0.80207217,0.19792788,0,0
317,False,0.7439399,0.25606012,0,0
318,True,0.8222222,0.17777783,1,0
319,False,0.8471578,0.15284222,0,0
320,False,0.7937959,0.2062041,0,0
321,False,0.79736394,0.20263611,0,0
322,False,0.76820076,0.23179919,0,0
323,False,0.9613895,0.038610507,0,0
324,False,0.87640166,0.12359841,0,0
325,False,0.93116176,0.06883822,0,0
326,False,0.83792,0.16208002,0,0
327,False,0.66829133,0.33170864,0,0
328,True,0.76874876,0.23125127,1,0
329,False,0.8071581,0.19284184,0,0
330,False,0.6673079,0.33269215,0,0
331,True,0.8063338,0.19366619,1,0
332,False,0.81837153,0.18162848,0,0
333,False,0.7894493,0.21055073,0,0
334,False,0.9250427,0.07495736,0,0
335,False,0.8587855,0.14121453,0,0
336,False,0.8248578,0.17514224,0,0
337,True,0.80174637,0.19825365,1,0
338,False,0.81419456,0.1858055,0,0
339,False,0.8454081,0.15459193,0,0
340,False,0.8266795,0.17332053,0,0
341,False,0.9383914,0.06160859,0,0
342,False,0.97827864,0.021721354,0,0
343,False,0.8868775,0.11312252,0,0
344,False,0.76807845,0.23192152,0,0
345,False,0.90954053,0.09045942,0,0
346,False,0.7914471,0.2085529,0,0
347,False,0.9383727,0.061627343,0,0
348,False,0.9242041,0.0757959,0,0
349,False,0.87015426,0.12984572,0,0
350,False,0.8599998,0.14000018,0,0
351,False,0.9277726,0.07222744,0,0
352,False,0.90410507,0.09589487,0,0
353,False,0.8309887,0.16901135,0,0
354,False,0.8258754,0.1741246,0,0
355,False,0.76147425,0.23852576,0,0
356,False,0.87479156,0.12520844,0,0
357,False,0.7970954,0.20290466,0,0
358,False,0.78944635,0.2105536,0,0
359,False,0.7736537,0.22634634,0,0
360,True,0.8153622,0.1846378,1,0
361,False,0.74823177,0.25176826,0,0
362,False,0.9287148,0.07128518,0,0
363,False,0.6148501,0.38514984,0,0
364,False,0.82663536,0.17336462,0,0
365,False,0.857662,0.14233798,0,0
366,False,0.9132913,0.08670867,0,0
367,False,0.8394804,0.16051957,0,0
368,False,0.7893365,0.21066351,0,0
369,False,0.7187585,0.28124142,0,0
370,False,0.8515305,0.14846954,0,0
371,False,0.8873665,0.11263354,0,0
372,False,0.84167105,0.15832892,0,0
373,False,0.7856796,0.21432048,0,0
374,False,0.7850513,0.21494876,0,0
375,False,0.7979958,0.20200415,0,0
376,False,0.7495029,0.2504971,0,0
377,False,0.85279566,0.1472044,0,0
378,False,0.81432235,0.18567765,0,0
379,False,0.7991238,0.20087619,0,0
380,True,0.55341053,0.44658944,1,0
381,False,0.77692986,0.22307019,0,0
382,False,0.7851586,0.21484143,0,0
383,False,0.7644988,0.23550121,0,0
384,True,0.6051937,0.39480636,1,0
385,False,0.7390908,0.2609092,0,0
386,False,0.84651655,0.15348347,0,0
387,True,0.9134698,0.08653023,1,0
388,True,0.58211744,0.41788253,1,0
389,False,0.8102098,0.18979014,0,0
390,False,0.9245017,0.075498246,0,0
391,False,0.91319746,0.08680253,0,0
392,False,0.861311,0.1386889,0,0
393,False,0.97502655,0.02497338,0,0
394,False,0.8280764,0.17192358,0,0
395,True,0.66948414,0.33051586,1,0
396,False,0.8143916,0.18560842,0,0
397,False,0.80041736,0.19958265,0,0
398,False,0.76570255,0.23429753,0,0
399,False,0.8581126,0.14188744,0,0
400,False,0.7809381,0.2190619,0,0
401,False,0.7967146,0.20328546,0,0
402,False,0.7205794,0.27942067,0,0
403,False,0.83215463,0.16784538,0,0
404,False,0.86483693,0.13516301,0,0
405,False,0.7523747,0.24762528,0,0
406,False,0.8798164,0.12018352,0,0
407,False,0.7714193,0.22858071,0,0
408,False,0.91626143,0.08373857,0,0
409,False,0.9510024,0.048997555,0,0
410,False,0.8728755,0.12712446,0,0
411,False,0.871564,0.12843603,0,0
412,False,0.82406086,0.17593913,0,0
413,False,0.74817294,0.2518271,0,0
414,False,0.78094995,0.21905002,0,0
415,False,0.77453,0.22547004,0,0
416,False,0.82345325,0.17654675,0,0
417,False,0.760642,0.23935795,0,0
418,False,0.87807393,0.12192606,0,0
419,False,0.66331774,0.3366823,0,0
420,False,0.7429341,0.2570659,0,0
421,True,0.6857424,0.31425762,1,0
422,False,0.76807696,0.23192307,0,0
423,False,0.7479635,0.2520365,0,0
424,False,0.8295441,0.1704559,0,0
425,False,0.7372198,0.26278022,0,0
426,False,0.8065034,0.19349657,0,0
427,False,0.8017753,0.19822474,0,0
428,False,0.8274187,0.17258134,0,0
429,False,0.7971439,0.20285608,0,0
430,False,0.8826493,0.117350675,0,0
431,False,0.9007849,0.09921512,0,0
432,False,0.92163837,0.07836156,0,0
433,False,0.77602327,0.22397675,0,0
434,False,0.76998335,0.23001672,0,0
435,False,0.7927221,0.2072779,0,0
436,False,0.82870156,0.1712984,0,0
437,False,0.78652096,0.21347903,0,0
438,True,0.7902673,0.20973271,1,0
439,False,0.83979803,0.16020194,0,0
440,False,0.7784629,0.2215371,0,0
441,False,0.860359,0.13964096,0,0
442,False,0.7812581,0.21874192,0,0
443,False,0.87657255,0.12342744,0,0
444,False,0.86523366,0.13476638,0,0
445,False,0.84086084,0.15913917,0,0
446,False,0.8401177,0.15988229,0,0
447,False,0.8166691,0.1833309,0,0
448,False,0.81200653,0.18799347,0,0
449,False,0.7776471,0.22235294,0,0
450,True,0.5725954,0.42740458,1,0
451,False,0.877564,0.12243603,0,0
452,False,0.82004464,0.17995533,0,0
453,False,0.9272679,0.07273207,0,0
454,False,0.85896724,0.14103274,0,0
455,False,0.9578325,0.042167503,0,0
456,False,0.86292183,0.13707814,0,0
457,True,0.72480756,0.27519244,1,0
458,False,0.79966503,0.20033497,0,0
459,False,0.88553673,0.11446329,0,0
460,False,0.870332,0.12966798,0,0
461,False,0.8283089,0.1716911,0,0
462,False,0.84891915,0.15108085,0,0
463,False,0.8198996,0.18010035,0,0
464,True,0.83072466,0.1692753,1,0
465,True,0.6907704,0.30922958,1,0
466,True,0.6280757,0.37192428,1,0
467,False,0.8472835,0.15271655,0,0
468,False,0.79449683,0.20550318,0,0
469,False,0.86071116,0.13928889,0,0
470,False,0.70868665,0.29131335,0,0
471,False,0.8750114,0.124988645,0,0
472,False,0.6125394,0.3874606,0,0
473,False,0.8612686,0.13873143,0,0
474,False,0.78258014,0.21741982,0,0
475,False,0.83145666,0.16854335,0,0
476,False,0.7948023,0.20519774,0,0
477,False,0.81314933,0.18685067,0,0
478,False,0.8261036,0.17389636,0,0
479,False,0.8505054,0.14949465,0,0
480,False,0.73124987,0.26875016,0,0
481,False,0.783812,0.21618801,0,0
482,False,0.85116905,0.14883101,0,0
483,False,0.75113326,0.24886678,0,0
484,False,0.831731,0.16826892,0,0
485,False,0.72980434,0.27019566,0,0
486,False,0.77038467,0.22961533,0,0
487,False,0.7684484,0.23155162,0,0
488,False,0.83813757,0.16186239,0,0
489,False,0.9042615,0.09573853,0,0
490,False,0.8095107,0.19048926,0,0
491,False,0.73900336,0.26099667,0,0
492,False,0.8657301,0.13426983,0,0
493,True,0.76493305,0.23506692,1,0
494,False,0.74812436,0.25187564,0,0
495,False,0.76643026,0.23356977,0,0
496,False,0.8758389,0.124161065,0,0
497,False,0.9047764,0.095223665,0,0
498,False,0.8933801,0.1066199,0,0
499,False,0.8660371,0.1339629,0,0
500,False,0.70597714,0.29402286,0,0
501,False,0.8320203,0.16797973,0,0
502,False,0.8638312,0.13616881,0,0
503,False,0.7852272,0.21477279,0,0
504,False,0.706649,0.293351,0,0
505,False,0.7632993,0.23670071,0,0
506,False,0.81174856,0.18825142,0,0
507,False,0.66568255,0.33431745,0,0
508,False,0.870448,0.12955208,0,0
509,False,0.7789348,0.2210652,0,0
510,False,0.84760743,0.15239254,0,0
511,False,0.8725319,0.12746814,0,0
512,False,0.810777,0.18922296,0,0
513,False,0.8113629,0.18863708,0,0
514,False,0.8997644,0.10023563,0,0
515,False,0.78390557,0.21609445,0,0
516,False,0.83722126,0.16277876,0,0
517,False,0.8547257,0.14527431,0,0
518,True,0.5021512,0.49784884,1,0
519,False,0.9047608,0.095239274,0,0
520,True,0.7694563,0.23054367,1,0
521,True,0.55141073,0.44858924,1,0
522,False,0.7962698,0.20373026,0,0
523,False,0.81309444,0.18690562,0,0
524,False,0.7686646,0.2313354,0,0
525,False,0.737314,0.262686,0,0
526,False,0.77507883,0.2249211,0,0
527,False,0.86464626,0.1353537,0,0
528,False,0.9156903,0.08430963,0,0
529,False,0.861706,0.13829395,0,0
530,False,0.81795263,0.18204732,0,0
531,False,0.7624731,0.23752688,0,0
532,True,0.581976,0.41802403,1,0
533,False,0.8115957,0.18840434,0,0
534,False,0.79965967,0.20034036,0,0
535,False,0.9616692,0.038330812,0,0
536,True,0.6207614,0.37923864,1,0
537,False,0.83382225,0.16617775,0,0
538,False,0.68819535,0.31180462,0,0
539,False,0.7403466,0.2596534,0,0
540,False,0.8935351,0.10646498,0,0
541,False,0.7198022,0.2801978,0,0
542,False,0.8029512,0.19704874,0,0
543,False,0.8335082,0.16649185,0,0
544,False,0.90037256,0.09962742,0,0
545,False,0.7022188,0.29778123,0,0
546,True,0.7779423,0.22205766,1,0
547,False,0.74125403,0.25874594,0,0
548,True,0.71234256,0.28765747,1,0
549,False,0.7428554,0.25714457,0,0
550,True,0.76751524,0.23248473,1,0
551,False,0.63929015,0.36070985,0,0
552,False,0.74577427,0.2542257,0,0
553,False,0.7711747,0.22882529,0,0
554,False,0.9091121,0.09088797,0,0
555,True,0.7696686,0.23033144,1,0
556,True,0.7657627,0.23423728,1,0
557,False,0.8552953,0.14470465,0,0
558,False,0.7977125,0.20228752,0,0
559,False,0.9000539,0.09994606,0,0
560,False,0.8672549,0.13274509,0,0
561,False,0.8145744,0.18542558,0,0
562,False,0.88917214,0.11082786,0,0
563,False,0.8315542,0.16844581,0,0
564,False,0.8012393,0.1987607,0,0
565,False,0.8558758,0.14412425,0,0
566,False,0.9143138,0.08568614,0,0
567,True,0.6638244,0.33617562,1,0
568,False,0.89643997,0.10356003,0,0
569,False,0.7986452,0.20135482,0,0
570,False,0.7827902,0.21720988,0,0
571,True,0.7915894,0.2084106,1,0
572,True,0.69881487,0.3011851,1,0
573,False,0.8475861,0.15241386,0,0
574,False,0.9122605,0.08773956,0,0
575,False,0.77104974,0.22895025,0,0
576,False,0.8766052,0.12339473,0,0
577,False,0.87252235,0.12747768,0,0
578,False,0.8125021,0.18749785,0,0
579,False,0.83947355,0.16052645,0,0
580,False,0.8217679,0.17823206,0,0
581,True,0.69323295,0.30676702,1,0
582,False,0.9206036,0.07939646,0,0
583,False,0.6972451,0.3027549,0,0
584,False,0.89584476,0.10415527,0,0
585,True,0.58512115,0.41487882,1,0
586,True,0.8337702,0.16622977,1,0
587,False,0.8686675,0.13133253,0,0
588,True,0.623841,0.37615895,1,0
589,False,0.8718841,0.12811585,0,0
590,False,0.76746935,0.23253064,0,0
591,True,0.8264509,0.17354915,1,0
592,False,0.74322313,0.2567768,0,0
593,False,0.7755495,0.22445059,0,0
594,False,0.9172116,0.082788475,0,0
595,False,0.9635739,0.036426205,0,0
596,True,0.45397747,0.5460225,1,1
597,False,0.824647,0.17535299,0,0
598,False,0.77955717,0.22044282,0,0
599,True,0.75649005,0.24350995,1,0
600,False,0.9140357,0.085964374,0,0
601,False,0.8258819,0.17411809,0,0
602,False,0.77867955,0.22132048,0,0
603,False,0.86929256,0.13070744,0,0
604,True,0.8031837,0.19681628,1,0
605,False,0.73163897,0.26836106,0,0
606,False,0.9257015,0.07429847,0,0
607,True,0.5882811,0.4117189,1,0
608,False,0.7385829,0.26141715,0,0
609,False,0.81375486,0.18624513,0,0
610,False,0.79372364,0.20627636,0,0
611,False,0.91912276,0.080877244,0,0
612,False,0.78694403,0.21305592,0,0
613,False,0.7568469,0.24315313,0,0
614,False,0.8901566,0.10984343,0,0
615,True,0.7405502,0.25944972,1,0
616,False,0.81762373,0.18237628,0,0
617,False,0.8990879,0.10091208,0,0
618,False,0.9228334,0.07716662,0,0
619,False,0.71523964,0.28476042,0,0
620,False,0.94556636,0.054433618,0,0
621,False,0.7831278,0.21687223,0,0
622,False,0.8887773,0.11122275,0,0
623,False,0.72325444,0.27674556,0,0
624,False,0.8573335,0.14266653,0,0
625,False,0.8688979,0.13110211,0,0
626,True,0.77978,0.22021997,1,0
627,False,0.89447457,0.10552543,0,0
628,False,0.7773428,0.22265717,0,0
629,False,0.7487802,0.25121978,0,0
630,False,0.8086811,0.19131893,0,0
631,False,0.9133237,0.0866763,0,0
632,False,0.8839094,0.11609054,0,0
633,False,0.8088371,0.19116285,0,0
634,False,0.7059024,0.2940976,0,0
635,True,0.83984005,0.16015995,1,0
636,False,0.7994236,0.20057644,0,0
637,False,0.78903615,0.21096383,0,0
638,True,0.53492635,0.46507362,1,0
639,False,0.8628279,0.13717212,0,0
640,False,0.86389405,0.13610594,0,0
641,False,0.7420266,0.25797334,0,0
642,False,0.8087274,0.19127263,0,0
643,False,0.78934026,0.2106597,0,0
644,False,0.8031395,0.19686048,0,0
645,False,0.5871711,0.41282886,0,0
646,False,0.73151004,0.26849,0,0
647,False,0.97890925,0.021090776,0,0
648,False,0.84508705,0.15491296,0,0
649,False,0.98155826,0.018441733,0,0
650,False,0.9742268,0.025773242,0,0
651,False,0.82552564,0.1744743,0,0
652,False,0.8365609,0.16343902,0,0
653,True,0.49280164,0.50719833,1,1
654,False,0.7940366,0.20596336,0,0
655,False,0.91635615,0.083643824,0,0
656,False,0.8731641,0.12683593,0,0
657,False,0.79118985,0.20881015,0,0
658,True,0.70526165,0.29473835,1,0
659,False,0.8546409,0.14535914,0,0
660,False,0.6070537,0.39294627,0,0
661,False,0.7055181,0.2944818,0,0
662,False,0.75567204,0.24432793,0,0
663,False,0.79380995,0.20619008,0,0
664,False,0.8477658,0.15223421,0,0
665,False,0.7545546,0.24544539,0,0
666,False,0.77702904,0.22297102,0,0
667,False,0.84497553,0.15502447,0,0
668,False,0.8313535,0.16864653,0,0
669,False,0.7873457,0.21265431,0,0
670,False,0.8506333,0.14936665,0,0
671,False,0.728125,0.27187502,0,0
672,False,0.7779395,0.22206047,0,0
673,False,0.8079263,0.19207376,0,0
674,False,0.94443727,0.055562712,0,0
675,False,0.8012388,0.1987612,0,0
676,False,0.85867965,0.14132035,0,0
677,False,0.83005697,0.16994305,0,0
678,False,0.84980965,0.15019037,0,0
679,True,0.66265345,0.3373466,1,0
680,False,0.7331825,0.26681748,0,0
681,False,0.7492145,0.2507856,0,0
682,False,0.7912274,0.20877257,0,0
683,False,0.75033695,0.24966303,0,0
684,False,0.95590615,0.04409388,0,0
685,False,0.8038151,0.19618492,0,0
686,False,0.8949534,0.105046555,0,0
687,False,0.8879732,0.11202686,0,0
688,True,0.98074156,0.019258415,1,0
689,False,0.85969234,0.14030762,0,0
690,False,0.7524235,0.24757646,0,0
691,False,0.9019931,0.09800688,0,0
692,False,0.888934,0.11106595,0,0
693,False,0.87096363,0.1290364,0,0
694,False,0.82342756,0.17657243,0,0
695,False,0.89484775,0.10515224,0,0
696,False,0.6630517,0.33694834,0,0
697,False,0.80829746,0.19170257,0,0
